currentid   ICAO_type
5R-MEQ      PA25            
5R-MES      C177            
5R-MEW      C177            
5R-MGT      C402            
5R-MHD      C150            
5R-MHE      C150            
5R-MHI      C206            
5R-MHJ      PA27            
5R-MHL      RALL            
5R-MHN      C210            
5R-MHO      C170            
5R-MHR      PA31            
5R-MHU      RALL            
5R-MHV      C172            
5R-MHW      RALL            
5R-MIA      PA32            
5R-MIB      C182            
5R-MIC      PA25            
5R-MID      PA36            
5R-MIF      PA36            
5R-MIG      PA36            
5R-MIH      PA36            
5R-MIK      PA27            
5R-MIN      M7              
5R-MIO      PA22            
5R-MIQ      C172            
5R-MIR      M7              
5R-MIU      PARA            
5R-MIW      P28A            
5R-MIZ      C77R            
5R-MJC      PA27            
5R-MKK      PA34            
5R-MKP      BE58            
5R-MKS      C402            
5R-MLA      PA31            
5R-MLB      P28T            
5R-MLC      P28T            
5R-MLD      P28T            
5R-MLK      BE55            
5R-MLN      PA31            
5R-MLP      C206            
5R-MLS      HR10            
5R-MLT      C310            
5R-MLV      P28A            
5R-MLZ      C206            
5R-MNL      RALL            
5R-MNN      J300            
5R-MNO      J300            
5R-MNS      TTRS            
5R-MNT      TTRS            
5R-MTC      C172            
5R-MTD      C172            
5R-MVB      C402            
5R-MVE      PA27            
5R-MVJ      C402            
5R-MVR      C207            
5R-MVV      PA27            
T-AL        J300            
T-ER        SKRA            
T-PC        ULAC            
U-ND        SAVG            
5T-BYA      PA31            
5T-CJU      C172            
5T-CJX      C150            
5T-FTA      PA31            
5T-GLF      C150            
5T-GMN      C206            
5T-GNP      C182            
5T-GPV      P28A            
5T-MAJ      F260            
5T-MAL      F260            
5T-SAB      J300            
5T-TJX      C77R            
171         G1              
172         G1              
202         TTRS            
5U-         SS2T            
5U-         AT5T            
5U-AAB      GY80            
5U-AAZ      C340            
5U-ABC      C188            
5U-ABG      P28A            
5U-ABH      C188            
5U-ABN      PA38            
5U-ABT      P28A            
5U-ABW      PA32            
5U-ACB      C188            
5U-ACD      C188            
5U-BAQ      C185            
5U-MBZ      TTRS            
5U-MCA      TTRS            
5U-MCB      TTRS            
5U-MRX      DA42            
5U-MRZ      DA42            
5V-TFA      C150            
5V-TFD      C152            
5V-TFE      RALL            
5V-TFY      C172            
5V-TPK      P32T            
5V-TPM      P28A            
5V-TPU      C172            
5X-         C182            
5X-         C210            
5X-         C421            
5X-AGL      BE58            
5X-ASL      T210            
5X-BTA      BALL            
5X-BUG      C206            
5X-CEA      C172            
5X-CIV      PA34            
5X-ELG      C172            
5X-FTC      C210            
5X-GFT      C206            
5X-KAT      C172            
5X-LCP      C402            
5X-MSP      C206            
5X-MSY      C206            
5X-NRM      SUBA            
5X-RWE      C172            
5X-SFS      C310            
5X-SRI      C172            
5X-UAK      C172            
5X-UAM      C172            
5X-UAN      C310            
5X-UAR      C172            
5X-UAT      C172            
5X-UAW      C172            
5X-UAX      C172            
5X-UCA      PA27            
5X-UNH      C182            
5X-UWD      C172            
5X-UWN      C206            
5X-UWO      C402            
5X-UWP      C310            
5X-VIC      C172            
5X-YKM      BE58            
AF-231      C172            
AF-265      C172            
AF-267      C172            
AF-269      C172            
AF-273      C172            
AF-501      F260            
AF-502      F260            
AF-503      F260            
AF-504      F260            
AF-505      F260            
AF-506      F260            
5Y-         BALL            
5Y-         C172            
5Y-         TNDR            
5Y-         VNTR            
5Y-         SVNH            
5Y-         C182            
5Y-         C310            
5Y-         BALL            
5Y-         BALL            
5Y-         P28B            
5Y-         C180            
5Y-         C172            
5Y-         C180            
5Y-         ULAC            
5Y-         SLG4            
5Y-         SLH4            
5Y-AAO      C150            
5Y-ACE      PA18            
5Y-ADK      BE55            
5Y-ADR      PA18            
5Y-ADW      C180            
5Y-AEZ      M20P            
5Y-AFD      C206            
5Y-AFJ      C206            
5Y-AFL      M20P            
5Y-AHA      P28B            
5Y-AHL      C401            
5Y-AHM      C180            
5Y-AHZ      C206            
5Y-AIB      P28A            
5Y-AIM      C337            
5Y-AIS      BE55            
5Y-AJA      PA32            
5Y-AJT      P28B            
5Y-AKC      D31             
5Y-AKF      BE55            
5Y-AKL      C172            
5Y-AKP      C206            
5Y-AKX      C206            
5Y-ALA      PA31            
5Y-ALH      BE55            
5Y-ALJ      P28R            
5Y-ALM      S208            
5Y-ALU      C172            
5Y-ALX      C172            
5Y-ALY      C206            
5Y-AMB      C310            
5Y-AMC      C310            
5Y-AMD      C402            
5Y-AMI      C172            
5Y-AMP      C172            
5Y-AMV      C310            
5Y-AMX      C310            
5Y-ANC      BE55            
5Y-ANE      BE58            
5Y-ANF      BE55            
5Y-ANP      P28B            
5Y-AOA      C402            
5Y-AOH      C180            
5Y-AOJ      BE55            
5Y-APC      PA25            
5Y-APG      C172            
5Y-APN      P28A            
5Y-APP      BE55            
5Y-ARD      C172            
5Y-ARE      C150            
5Y-ARF      C180            
5Y-ARP      PA32            
5Y-ART      C210            
5Y-ARV      PA31            
5Y-ARX      PA32            
5Y-ASA      C185            
5Y-ASB      P28A            
5Y-ASK      C182            
5Y-ASX      BE55            
5Y-ASZ      PA18            
5Y-ATB      C150            
5Y-ATH      PA27            
5Y-ATI      C402            
5Y-ATJ      PA31            
5Y-ATL      C402            
5Y-ATN      C172            
5Y-ATP      C182            
5Y-ATR      C310            
5Y-ATS      C182            
5Y-ATV      PA27            
5Y-ATZ      PA18            
5Y-AUD      C210            
5Y-AUE      C182            
5Y-AUH      C172            
5Y-AUJ      C150            
5Y-AUK      BALL            
5Y-AUM      C182            
5Y-AUR      PA34            
5Y-AUZ      C402            
5Y-AYF      C172            
5Y-AYK      C182            
5Y-AYL      C150            
5Y-AYM      C310            
5Y-AYN      C182            
5Y-AYS      PA34            
5Y-AYT      P28B            
5Y-AYU      C206            
5Y-AYW      P28A            
5Y-AYZ      C310            
5Y-AZA      PA25            
5Y-AZB      C402            
5Y-AZF      PA25            
5Y-AZG      P28A            
5Y-AZH      P28B            
5Y-AZJ      C206            
5Y-AZK      C206            
5Y-AZM      PA25            
5Y-AZN      PA34            
5Y-AZO      T210            
5Y-AZS      C310            
5Y-AZT      P32R            
5Y-AZU      PA34            
5Y-AZX      C150            
5Y-AZY      C210            
5Y-AZZ      C402            
5Y-BAC      C188            
5Y-BAD      C185            
5Y-BAF      C310            
5Y-BAI      C185            
5Y-BAK      C185            
5Y-BAM      C182            
5Y-BAO      P68             
5Y-BAP      PA34            
5Y-BAT      P28A            
5Y-BAU      PA18            
5Y-BAZ      P28A            
5Y-BBD      C150            
5Y-BBF      P68             
5Y-BBO      BALL            
5Y-BBT      P68             
5Y-BBZ      BALL            
5Y-BCA      C182            
5Y-BCD      C206            
5Y-BCP      PA22            
