currentid   ICAO_type
N1230P      BE20            
N1232V      EPIC            
N1232Y      C208            
N1234       EPIC            
N1242Y      C208            
N1245X      PC12            
N1247E      PC12            
N1253C      TBM9            
N1253V      B350            
N1253W      B350            
N1256P      C208            
N1258B      C208            
N1262T      C425            
N1273A      PC12            
N1276Y      C208            
N1279D      BE9L            
N1293E      C208            
N1296Y      C208            
N1314X      C208            
N1322T      KODI            
N1323R      C208            
N1323Y      C208            
N1324G      C208            
N1344L      B360            
N1346K      B360            
N1349K      B360            
N1351K      B360            
N1357K      B360            
N1360D      B360            
N1420V      AC90            
N1421Z      TBM7            
N1459       B350            
N1471R      PC12            
N1477P      PC12            
N1544V      BE9L            
N1552G      BE9L            
N1553G      BE9L            
N1560       BE20            
N1567G      BE9L            
N1569C      TBM9            
N1600W      PC12            
N1621M      PC12            
N1655M      BE20            
N1677       PC12            
N1685S      BE9L            
N1714H      C208            
N1727S      MU2             
N1789M      C208            
N1801B      BE9L            
N1848S      BE9L            
N1850X      BE20            
N1857F      BE9T            
N1867       B350            
N1880A      C441            
N1910R      C208            
N1919       PC12            
N1921U      PC12            
N1926A      BE20            
N1927S      KODI            
N1928S      KODI            
N1932H      PC12            
N1966G      C208            
N1967H      TBM7            
N1968W      P46T            
N1983X      C208            
N2000E      BE9L            
N2011F      C208            
N2012B      C208            
N2012X      C208            
N2020Q      C208            
N2050A      BE9L            
N2057C      BE9L            
N2069W      C208            
N2076R      C208            
N2100T      MU2             
N2112V      B350            
N2114G      C208            
N2119V      BN2P            
N2141B      AC90            
N2150       C208            
N2185M      PC6T            
N2192L      BE9L            
N2203X      TBM7            
N2220M      PC12            
N2244       PC12            
N2274L      BE9L            
N2297C      BE9L            
N2316       B350            
N2317       B350            
N2319       B350            
N2323S      PC12            
N2325D      P46T            
N2329F      C208            
N2343X      C208            
N2353       PC12            
N2354Y      BE9L            
N2406P      P46T            
N2418W      P46T            
N2424U      P46T            
N2424X      TBM7            
N2441K      C441            
N2444Z      P180            
N2458W      PAY1            
N2519F      P46T            
N2519X      PAY1            
N2556R      PAY1            
N2590U      P46T            
N2609P      AC90            
N2702S      B350            
N2710B      PC12            
N2711E      TBM8            
N2725N      C441            
N2727K      PC12            
N2749G      AC68            
N2750G      AC68            
N2852N      PC12            
N2901S      TBM9            
N2904G      KODI            
N2924R      M600            
N3014C      P46T            
N3020A      PC12            
N3030G      BE9L            
N3035P      PC12            
N3051K      BE20            
N3066W      BE9L            
N3080F      B350            
N3090K      P46T            
N3096P      P46T            
N3110T      P46T            
N3117S      P46T            
N3117V      P46T            
N3128S      P46T            
N3129S      P46T            
N3132V      P46T            
N3133L      BE9L            
N3134       TBM8            
N3135Y      P46T            
N3137T      P46T            
N3140M      KODI            
N3216K      BE9L            
N3220L      BE9L            
N3221M      BE9L            
N3246S      BE9L            
N3250V      BE20            
N3252Y      C208            
N3262R      BE9L            
N3263C      BE9L            
N3263N      BE9L            
N3333N      PC12            
N3356Y      B350            
N3455L      BE20            
N3524G      TBM8            
N3532       BE10            
N3536       BE10            
N3539       BE10            
N3606T      BE10            
N3620M      BE20            
N3644B      PAY3            
N3690F      BE9L            
N3695W      BE9L            
N3700M      BE9L            
N3742B      B350            
N3805E      BE9L            
N3809C      BE9T            
N3818C      BE9L            
N3869F      AC90            
N3888       EPIC            
N3912       EPIC            
N3963C      C208            
N4047C      BE20            
N4053H      BE20            
N4118K      C208            
N4161W      BE20            
N4170N      B350            
